Time,Diet,Cycle,MouseID,EE,VO2,VCO2,VH2O,RER,PedMeters,AllMeters
Cycle1:14:00-15:00,HFD+HXN,light,48,0.4365644,1.532419,1.118273,0.06753354,0.729743628,193.757,250.0226
Cycle1:15:00-16:00,HFD+HXN,light,48,0.4618991,1.617052,1.198479,0.05538167,0.741150563,193.8412,250.1309
Cycle1:16:00-17:00,HFD+HXN,light,48,0.4962771,1.730331,1.312886,0.05731086,0.758748471,198.6381,256.0244
Cycle1:17:00-18:00,HFD+HXN,light,48,0.4498099,1.577475,1.157328,0.0732246,0.733658537,199.1506,256.6365
Cycle1:18:00-19:00,HFD+HXN,dark,48,0.5867925,2.041133,1.56941,0.09622223,0.768891591,204.535,262.9605
Cycle1:19:00-20:00,HFD+HXN,dark,48,0.6609999,2.290611,1.798705,0.08288725,0.785251184,218.6212,279.1647
Cycle1:20:00-21:00,HFD+HXN,dark,48,0.5654051,1.963862,1.522458,0.09747516,0.775236753,239.0573,303.1526
Cycle1:21:00-22:00,HFD+HXN,dark,48,0.5260795,1.822411,1.433879,0.09486802,0.786803306,241.3153,305.81
Cycle1:22:00-23:00,HFD+HXN,dark,48,0.5977218,2.075755,1.610742,0.09357285,0.775978861,250.0175,315.5923
Cycle1:23:00-00:00,HFD+HXN,dark,48,0.538693,1.871316,1.449693,0.06860465,0.774691714,257.8479,324.4825
Cycle1:00:00-01:00,HFD+HXN,dark,48,0.5824981,2.021877,1.573315,0.08036085,0.778145753,265.6121,333.5854
Cycle1:01:00-02:00,HFD+HXN,dark,48,0.5412043,1.885576,1.436726,0.09827911,0.761956028,275.176,344.8693
Cycle1:02:00-03:00,HFD+HXN,dark,48,0.5136344,1.778545,1.402646,0.09513925,0.788648024,275.5728,345.5336
Cycle1:03:00-04:00,HFD+HXN,dark,48,0.5087211,1.773346,1.347132,0.08692595,0.759655476,275.8436,346.0227
Cycle1:04:00-05:00,HFD+HXN,dark,48,0.5825337,2.020123,1.580101,0.1035266,0.78218059,280.8662,351.9141
Cycle1:05:00-06:00,HFD+HXN,dark,48,0.6844536,2.37304,1.858416,0.1223879,0.783137242,296.0107,369.2928
Cycle2:06:00-07:00,HFD+HXN,light,48,0.6017458,2.089273,1.623211,0.1195129,0.776926232,320.6082,397.1266
Cycle2:07:00-08:00,HFD+HXN,light,48,0.4609484,1.616292,1.186861,0.102069,0.734311003,324.5446,401.6034
Cycle2:08:00-09:00,HFD+HXN,light,48,0.5076303,1.761098,1.374341,0.1002013,0.780388712,326.3111,403.7148
Cycle2:09:00-10:00,HFD+HXN,light,48,0.4708276,1.634303,1.271554,0.0633092,0.778040547,326.6445,404.1492
Cycle2:10:00-11:00,HFD+HXN,light,48,0.4940757,1.71518,1.333697,0.09583384,0.777584277,326.7953,404.3958
Cycle2:11:00-12:00,HFD+HXN,light,48,0.5177395,1.80554,1.368317,0.07518031,0.757843637,327.2144,404.9242
Cycle2:12:00-13:00,HFD+HXN,light,48,0.4545176,1.577602,1.227817,0.07287403,0.77828058,329.1182,407.2157
Cycle2:13:00-14:00,HFD+HXN,light,48,0.4979558,1.724648,1.35843,0.0760709,0.78765638,329.5237,407.7634
Cycle2:14:00-15:00,HFD+HXN,light,48,0.4885483,1.691724,1.333986,0.0679219,0.788536428,330.1166,408.578
Cycle2:15:00-16:00,HFD+HXN,light,48,0.4542228,1.577229,1.224702,0.08388581,0.776489654,330.7175,409.3776
Cycle2:16:00-17:00,HFD+HXN,light,48,0.5760782,1.977933,1.633156,0.07275991,0.825688231,335.9442,415.6674
Cycle2:17:00-18:00,HFD+HXN,light,48,0.5665488,1.956172,1.567095,0.06860794,0.801102868,348.7208,432.845
Cycle2:18:00-19:00,HFD+HXN,dark,48,0.5256265,1.820791,1.432827,0.09313338,0.786925572,356.353,443.7257
Cycle2:19:00-20:00,HFD+HXN,dark,48,0.5909039,2.039719,1.636408,0.1219098,0.802271293,369.5782,460.2556
Cycle2:20:00-21:00,HFD+HXN,dark,48,0.6153553,2.124042,1.704403,0.1244923,0.802433756,380.3664,474.0767
Cycle2:21:00-22:00,HFD+HXN,dark,48,0.5136632,1.780655,1.395562,0.1130673,0.783735199,392.0377,489.4207
Cycle2:22:00-23:00,HFD+HXN,dark,48,0.5287664,1.826082,1.461289,0.1143054,0.800231863,393.7817,492.6337
Cycle2:23:00-00:00,HFD+HXN,dark,48,0.4851842,1.689202,1.292275,0.0976297,0.765020998,395.5623,496.4361
Cycle2:00:00-01:00,HFD+HXN,dark,48,0.4945586,1.711195,1.355174,0.08990949,0.791945979,395.7426,497.598
Cycle2:01:00-02:00,HFD+HXN,dark,48,0.5767968,1.996203,1.578881,0.1029868,0.790942104,406.0867,510.8306
Cycle2:02:00-03:00,HFD+HXN,dark,48,0.4914787,1.713784,1.299539,0.08875784,0.758286342,410.1998,516.3738
Cycle2:03:00-04:00,HFD+HXN,dark,48,0.5041456,1.75109,1.357488,0.08853817,0.775224574,411.0627,518.5425
Cycle2:04:00-05:00,HFD+HXN,dark,48,0.512212,1.785704,1.355702,0.06802331,0.759197493,411.9404,520.5228
Cycle2:05:00-06:00,HFD+HXN,dark,48,0.6120551,2.114738,1.687829,0.1069499,0.798126766,424.2949,535.9699
Cycle1:06:00-07:00,HFD+TXN,light,49,0.5301387,1.892331,1.496894,0.07876981,0.791031802,154.903,183.9708
Cycle1:07:00-08:00,HFD+TXN,light,49,0.4931648,1.502344,1.165724,0.07336831,0.775936803,160.9087,191.4675
Cycle1:08:00-09:00,HFD+TXN,light,49,0.4445486,1.369953,1.112004,0.05617835,0.811709599,161.7303,192.4442
Cycle1:09:00-10:00,HFD+TXN,light,49,0.4629616,1.580831,1.289334,0.05523444,0.81560521,163.1648,194.1997
Cycle1:10:00-11:00,HFD+TXN,light,49,0.4447163,1.483881,1.162738,0.04791142,0.783579007,163.7516,194.9252
Cycle1:11:00-12:00,HFD+TXN,light,49,0.458336,1.439753,1.13518,0.04522804,0.788454686,163.8061,195.0094
Cycle1:12:00-13:00,HFD+TXN,light,49,0.4443192,1.486908,1.224226,0.0483459,0.82333675,164.0148,195.3246
Cycle1:13:00-14:00,HFD+TXN,light,49,0.4263244,1.741629,1.401208,0.0746262,0.804538739,168.4418,201.1808
Cycle1:14:00-15:00,HFD+TXN,light,49,0.4844263,1.520028,1.161746,0.05294305,0.7642925,170.1156,203.2548
Cycle1:15:00-16:00,HFD+TXN,light,49,0.4366157,1.606552,1.288043,0.03962328,0.801743734,171.5737,205.0812
Cycle1:16:00-17:00,HFD+TXN,light,49,0.4571118,1.539154,1.207534,0.0469574,0.784543977,176.6686,211.5297
Cycle1:17:00-18:00,HFD+TXN,light,49,0.4699329,1.442088,1.152507,0.02763385,0.799193253,177.2822,212.35
Cycle1:18:00-19:00,HFD+TXN,dark,49,0.5625255,1.867522,1.534003,0.06018295,0.821410939,180.4775,216.1008
Cycle1:19:00-20:00,HFD+TXN,dark,49,0.603453,2.018828,1.622804,0.08837367,0.8038347,197.5674,236.1711
Cycle1:20:00-21:00,HFD+TXN,dark,49,0.5196569,1.83433,1.480065,0.1093025,0.806869538,212.037,253.4117
Cycle1:21:00-22:00,HFD+TXN,dark,49,0.4582798,1.688167,1.363918,0.09051245,0.807928363,215.6227,257.7517
Cycle1:22:00-23:00,HFD+TXN,dark,49,0.5048277,2.063679,1.659019,0.1190079,0.803913302,226.4623,270.8118
Cycle1:23:00-00:00,HFD+TXN,dark,49,0.599001,1.787022,1.35583,0.131457,0.758709182,237.2239,285.7779
Cycle1:00:00-01:00,HFD+TXN,dark,49,0.5458594,1.661506,1.319007,0.1121738,0.793862315,238.8274,288.5017
Cycle1:01:00-02:00,HFD+TXN,dark,49,0.453717,1.636455,1.264075,0.1122309,0.772447149,245.906,298.0351
Cycle1:02:00-03:00,HFD+TXN,dark,49,0.5016221,1.726317,1.368536,0.1055665,0.792748956,246.7442,299.6216
Cycle1:03:00-04:00,HFD+TXN,dark,49,0.4950283,1.690052,1.294128,0.1242818,0.765732652,250.8354,306.0256
Cycle1:04:00-05:00,HFD+TXN,dark,49,0.5625018,1.911622,1.54362,0.1046164,0.807492276,255.0447,311.9722
Cycle1:05:00-06:00,HFD+TXN,dark,49,0.5616544,1.833815,1.42505,0.1122518,0.777095836,270.3897,330.9288
Cycle2:06:00-07:00,HFD+TXN,light,49,0.4417896,1.703395,1.303897,0.1018835,0.765469548,275.0452,337.338
Cycle2:07:00-08:00,HFD+TXN,light,49,0.4899903,1.684255,1.344112,0.1124818,0.798045427,285.149,352.2348
Cycle2:08:00-09:00,HFD+TXN,light,49,0.4294297,1.447674,1.077805,0.09737478,0.744508087,287.4418,355.4983
Cycle2:09:00-10:00,HFD+TXN,light,49,0.450123,1.514208,1.151244,0.09564615,0.760294491,287.6083,355.7564
Cycle2:10:00-11:00,HFD+TXN,light,49,0.4460726,1.526985,1.149798,0.08140932,0.752985786,287.7427,355.9334
Cycle2:11:00-12:00,HFD+TXN,light,49,0.4335239,1.58632,1.268854,0.07044224,0.799872661,288.9047,357.5162
Cycle2:12:00-13:00,HFD+TXN,light,49,0.4639202,1.471298,1.109086,0.06803935,0.753814659,288.9183,357.538
Cycle2:13:00-14:00,HFD+TXN,light,49,0.4418837,1.756578,1.402856,0.06376471,0.798630064,290.8265,360.2495
Cycle2:14:00-15:00,HFD+TXN,light,49,0.4576595,1.498799,1.126719,0.05928552,0.751747899,295.69,366.6694
Cycle2:15:00-16:00,HFD+TXN,light,49,0.4544301,1.537895,1.216349,0.0689416,0.790918106,295.9673,367.078
Cycle2:16:00-17:00,HFD+TXN,light,49,0.4889587,1.586864,1.228003,0.08247424,0.773855226,296.168,367.3972
Cycle2:17:00-18:00,HFD+TXN,light,49,0.4806373,1.602307,1.310832,0.06957733,0.818090416,296.5442,368.0831
Cycle2:18:00-19:00,HFD+TXN,dark,49,0.5387691,1.702659,1.388479,0.06710143,0.815476851,298.3329,370.3065
Cycle2:19:00-20:00,HFD+TXN,dark,49,0.5856957,1.934078,1.545795,0.09287354,0.799241292,309.9451,384.1633
Cycle2:20:00-21:00,HFD+TXN,dark,49,0.5553359,2.017907,1.640234,0.09676833,0.812839244,323.6506,401.5837
Cycle2:21:00-22:00,HFD+TXN,dark,49,0.4589102,1.813764,1.449028,0.1220842,0.798906583,334.3321,416.3849
Cycle2:22:00-23:00,HFD+TXN,dark,49,0.4895394,1.773768,1.373055,0.1211304,0.774089396,341.2163,427.6483
Cycle2:23:00-00:00,HFD+TXN,dark,49,0.5647284,1.878873,1.487887,0.1212544,0.791903976,347.1519,436.1276
Cycle2:00:00-01:00,HFD+TXN,dark,49,0.4959441,1.921843,1.495062,0.1199893,0.777931392,356.5394,449.7146
Cycle2:01:00-02:00,HFD+TXN,dark,49,0.521951,1.801927,1.374101,0.1144107,0.762573068,361.4169,457.7182
Cycle2:02:00-03:00,HFD+TXN,dark,49,0.5155203,1.703591,1.302527,0.1038781,0.764577296,362.32,460.018
Cycle2:03:00-04:00,HFD+TXN,dark,49,0.4590337,1.720928,1.321099,0.09817518,0.767666631,363.4084,462.8832
Cycle2:04:00-05:00,HFD+TXN,dark,49,0.5104626,1.865071,1.426395,0.1050246,0.764793941,367.3852,469.5108
Cycle2:05:00-06:00,HFD+TXN,dark,49,0.5653158,2.04641,1.590252,0.1234944,0.777093544,382.0829,488.1093
Cycle1:06:00-07:00,HFD+TXN,light,51,0.5783197,2.004827,1.5711,0.08253492,0.78365864,149.5112,190.1376
Cycle1:07:00-08:00,HFD+TXN,light,51,0.4456157,1.556853,1.167605,0.06515969,0.749977679,155.5364,197.3597
Cycle1:08:00-09:00,HFD+TXN,light,51,0.5315824,1.840409,1.452671,0.08555103,0.789319657,165.7068,211.3892
Cycle1:09:00-10:00,HFD+TXN,light,51,0.4171454,1.46385,1.069973,0.08139692,0.730930765,172.2334,221.1869
Cycle1:10:00-11:00,HFD+TXN,light,51,0.4086515,1.432538,1.053549,0.07623483,0.735442271,173.2906,222.7988
Cycle1:11:00-12:00,HFD+TXN,light,51,0.4152005,1.453972,1.075864,0.06455228,0.739948225,174.353,224.794
Cycle1:12:00-13:00,HFD+TXN,light,51,0.5116886,1.769939,1.40399,0.06718118,0.793242027,179.231,231.7155
Cycle1:13:00-14:00,HFD+TXN,light,51,0.418148,1.457139,1.108994,0.05813591,0.761076328,190.3744,246.8903
Cycle1:14:00-15:00,HFD+TXN,light,51,0.4002472,1.395018,1.060598,0.05672461,0.760275495,192.6476,249.8766
Cycle1:15:00-16:00,HFD+TXN,light,51,0.4158348,1.441678,1.129227,0.02147708,0.783272686,197.6534,256.6713
Cycle1:16:00-17:00,HFD+TXN,light,51,0.4405182,1.53108,1.182627,0.08052021,0.77241359,202.3563,262.8242
Cycle1:17:00-18:00,HFD+TXN,light,51,0.4286624,1.480572,1.183941,0.05399881,0.799651081,205.7235,267.4641
Cycle1:18:00-19:00,HFD+TXN,dark,51,0.5249858,1.808277,1.46776,0.06354155,0.811689802,216.0827,280.699
Cycle1:19:00-20:00,HFD+TXN,dark,51,0.5603513,1.932755,1.557145,0.07015306,0.805660831,231.4048,299.2912
Cycle1:20:00-21:00,HFD+TXN,dark,51,0.4666636,1.614079,1.280869,0.07173132,0.79356029,237.9193,307.8234
Cycle1:21:00-22:00,HFD+TXN,dark,51,0.5779302,1.993706,1.604861,0.0882219,0.804963721,251.5212,324.9922
Cycle1:22:00-23:00,HFD+TXN,dark,51,0.4774783,1.669912,1.244892,0.1039369,0.745483594,261.2974,338.2634
Cycle1:23:00-00:00,HFD+TXN,dark,51,0.4627638,1.613258,1.225027,0.09187987,0.759349713,265.3826,344.2834
Cycle1:00:00-01:00,HFD+TXN,dark,51,0.4343701,1.507464,1.174128,0.09129161,0.778876311,268.8209,349.4323
Cycle1:01:00-02:00,HFD+TXN,dark,51,0.4851047,1.689483,1.290078,0.07749891,0.76359336,272.3883,354.5676
Cycle1:02:00-03:00,HFD+TXN,dark,51,0.4231919,1.479831,1.104144,0.07611284,0.746128443,274.5284,357.6805
Cycle1:03:00-04:00,HFD+TXN,dark,51,0.4759552,1.651034,1.289206,0.07392236,0.780847639,277.1945,361.716
Cycle1:04:00-05:00,HFD+TXN,dark,51,0.5922063,2.062361,1.575353,0.08979439,0.763858995,286.3828,374.3222
Cycle1:05:00-06:00,HFD+TXN,dark,51,0.5446998,1.898793,1.442305,0.09867225,0.759590435,304.3489,396.2571
Cycle2:06:00-07:00,HFD+TXN,light,51,0.5453147,1.899459,1.449196,0.1061068,0.762951977,320.9567,416.8451
Cycle2:07:00-08:00,HFD+TXN,light,51,0.4025573,1.416945,1.017278,0.09266228,0.717937535,327.1323,424.7717
Cycle2:08:00-09:00,HFD+TXN,light,51,0.519335,1.804873,1.394737,0.09415176,0.772761851,334.3919,433.8693
Cycle2:09:00-10:00,HFD+TXN,light,51,0.3742742,1.311375,0.9672449,0.09353863,0.737580707,339.5753,441.7672
Cycle2:10:00-11:00,HFD+TXN,light,51,0.4807488,1.664785,1.312444,0.09065927,0.788356454,344.6524,450.1752
Cycle2:11:00-12:00,HFD+TXN,light,51,0.3972625,1.389906,1.033836,0.06668986,0.743817208,350.4657,458.0003
Cycle2:12:00-13:00,HFD+TXN,light,51,0.3883694,1.362501,0.9974762,0.0899363,0.732092087,352.2065,460.2912
Cycle2:13:00-14:00,HFD+TXN,light,51,0.3831178,1.343834,0.9848536,0.07245085,0.732868494,354.0679,462.7785
Cycle2:14:00-15:00,HFD+TXN,light,51,0.414882,1.450166,1.084627,0.0729623,0.747932995,355.9865,465.2381
Cycle2:15:00-16:00,HFD+TXN,light,51,0.3973062,1.38714,1.044351,0.06118943,0.752880747,363.563,475.3715
Cycle2:16:00-17:00,HFD+TXN,light,51,0.3980772,1.392577,1.036597,0.05234421,0.744373202,367.1801,480.2879
Cycle2:17:00-18:00,HFD+TXN,light,51,0.4177651,1.452869,1.118439,0.05109851,0.769814071,372.9038,488.0454
Cycle2:18:00-19:00,HFD+TXN,dark,51,0.5336167,1.84274,1.475023,0.07124304,0.800450959,382.9422,500.8121
Cycle2:19:00-20:00,HFD+TXN,dark,51,0.575408,2.002454,1.53568,0.07915268,0.766899015,399.223,520.9095
Cycle2:20:00-21:00,HFD+TXN,dark,51,0.5154508,1.802514,1.344611,0.1003932,0.745964248,423.1434,549.6048
Cycle2:21:00-22:00,HFD+TXN,dark,51,0.468782,1.64632,1.197908,0.07716911,0.727627679,433.0027,562.3544
Cycle2:22:00-23:00,HFD+TXN,dark,51,0.5013155,1.755102,1.300544,0.076598,0.741007645,439.3594,570.6436
Cycle2:23:00-00:00,HFD+TXN,dark,51,0.5682939,1.980917,1.505217,0.09836903,0.759858692,448.4606,582.2759
Cycle2:00:00-01:00,HFD+TXN,dark,51,0.503521,1.767382,1.290022,0.1113483,0.729905589,472.2163,610.713
Cycle2:01:00-02:00,HFD+TXN,dark,51,0.4415567,1.542796,1.156527,0.08959482,0.749630541,478.047,618.1716
Cycle2:02:00-03:00,HFD+TXN,dark,51,0.4867094,1.697343,1.286253,0.1025739,0.757803815,483.5379,625.3875
Cycle2:03:00-04:00,HFD+TXN,dark,51,0.456356,1.597238,1.18555,0.08816972,0.742250059,490.8357,635.2725
Cycle2:04:00-05:00,HFD+TXN,dark,51,0.575497,2.011829,1.503616,0.1074059,0.747387576,503.8447,651.3165
Cycle2:05:00-06:00,HFD+TXN,dark,51,0.5499346,1.928027,1.417017,0.1141472,0.734957031,528.3494,679.8257
Cycle1:06:00-07:00,HFD+TXN,light,52,0.4862912,1.694884,1.288714,0.1053923,0.760355281,124.3586,172.4924
Cycle1:07:00-08:00,HFD+TXN,light,52,0.4086638,1.431226,1.05841,0.07850507,0.739512837,127.5175,177.5025
Cycle1:08:00-09:00,HFD+TXN,light,52,0.3908395,1.361656,1.037708,0.07555284,0.762092628,128.2629,179.17
Cycle1:09:00-10:00,HFD+TXN,light,52,0.4137914,1.442845,1.094276,0.06641188,0.758415492,128.3943,179.7446
Cycle1:10:00-11:00,HFD+TXN,light,52,0.4021657,1.395365,1.088273,0.07341074,0.779919949,129.401,182.2765
Cycle1:11:00-12:00,HFD+TXN,light,52,0.3983361,1.397166,1.024145,0.07173666,0.733015977,130.441,184.8034
Cycle1:12:00-13:00,HFD+TXN,light,52,0.363216,1.271192,0.943791,0.05829857,0.742445673,130.5074,185.3553
Cycle1:13:00-14:00,HFD+TXN,light,52,0.4133993,1.425821,1.149031,0.04676455,0.805873248,130.837,186.4577
Cycle1:14:00-15:00,HFD+TXN,light,52,0.3854946,1.336861,1.045517,0.05351861,0.782068592,131.0485,187.1768
Cycle1:15:00-16:00,HFD+TXN,light,52,0.4318509,1.488068,1.205278,0.02143841,0.809961642,132.0711,189.8026
Cycle1:16:00-17:00,HFD+TXN,light,52,0.4043313,1.415207,1.050204,0.07858308,0.74208508,132.8298,191.4617
Cycle1:17:00-18:00,HFD+TXN,light,52,0.431226,1.497531,1.162143,0.07985886,0.776039361,137.3062,197.8382
Cycle1:18:00-19:00,HFD+TXN,dark,52,0.4872123,1.680081,1.355338,0.09286996,0.806709915,139.7246,201.8907
Cycle1:19:00-20:00,HFD+TXN,dark,52,0.5093766,1.758834,1.408721,0.09042002,0.800940282,145.6562,209.9468
Cycle1:20:00-21:00,HFD+TXN,dark,52,0.4335432,1.496088,1.202204,0.08528677,0.803565031,153.9072,220.5093
Cycle1:21:00-22:00,HFD+TXN,dark,52,0.4410254,1.523008,1.219031,0.08954752,0.800410109,156.7323,224.6454
Cycle1:22:00-23:00,HFD+TXN,dark,52,0.4703987,1.618834,1.320212,0.09111907,0.815532661,157.7258,226.5259
Cycle1:23:00-00:00,HFD+TXN,dark,52,0.5841328,2.017756,1.612629,0.09367091,0.799219033,172.1491,243.8559
Cycle1:00:00-01:00,HFD+TXN,dark,52,0.5217516,1.815911,1.391822,0.1103674,0.766459369,186.0119,264.124
Cycle1:01:00-02:00,HFD+TXN,dark,52,0.4520936,1.579509,1.184494,0.08852979,0.749912789,190.6499,272.9329
Cycle1:02:00-03:00,HFD+TXN,dark,52,0.5137179,1.785379,1.379556,0.09251226,0.772696441,194.5548,278.1832
Cycle1:03:00-04:00,HFD+TXN,dark,52,0.4564614,1.590171,1.21232,0.08973621,0.762383417,203.8916,290.658
Cycle1:04:00-05:00,HFD+TXN,dark,52,0.4346529,1.519184,1.136627,0.08377963,0.748182577,204.6217,292.1673
Cycle1:05:00-06:00,HFD+TXN,dark,52,0.55945,1.964861,1.429158,0.08846809,0.727358322,212.7551,302.728
Cycle2:06:00-07:00,HFD+TXN,light,52,0.4407407,1.556841,1.094185,0.09026004,0.702823859,228.445,322.2556
Cycle2:07:00-08:00,HFD+TXN,light,52,0.4396277,1.539946,1.137613,0.0783801,0.738735644,229.3947,324.4858
Cycle2:08:00-09:00,HFD+TXN,light,52,0.3748222,1.313342,0.9684955,0.07844752,0.737428256,229.7019,326.1948
Cycle2:09:00-10:00,HFD+TXN,light,52,0.3826622,1.338227,0.9979667,0.07524589,0.74573798,229.806,326.7509
Cycle2:10:00-11:00,HFD+TXN,light,52,0.4370471,1.532736,1.124416,0.07786886,0.733600568,232.5606,331.1664
Cycle2:11:00-12:00,HFD+TXN,light,52,0.3543197,1.242752,0.911068,0.05039827,0.733105237,233.8856,333.2949
Cycle2:12:00-13:00,HFD+TXN,light,52,0.3740777,1.312858,0.9589998,0.07496314,0.730467271,233.9406,333.7081
Cycle2:13:00-14:00,HFD+TXN,light,52,0.3672657,1.287159,0.9479233,0.06028835,0.736446158,233.9904,334.009
Cycle2:14:00-15:00,HFD+TXN,light,52,0.4497713,1.576443,1.160419,0.07537678,0.736099561,242.5165,344.5773
Cycle2:15:00-16:00,HFD+TXN,light,52,0.3617771,1.264486,0.9460026,0.05466952,0.748132126,246.2571,349.5694
Cycle2:16:00-17:00,HFD+TXN,light,52,0.3545977,1.242115,0.9175285,0.04484998,0.738682409,246.2909,350.3064
Cycle2:17:00-18:00,HFD+TXN,light,52,0.4123459,1.427892,1.125775,0.05011036,0.788417471,246.7561,351.793
Cycle2:18:00-19:00,HFD+TXN,dark,52,0.4837022,1.671509,1.332991,0.06820025,0.797477609,251.8381,358.4974
Cycle2:19:00-20:00,HFD+TXN,dark,52,0.4351017,1.516675,1.152333,0.06918247,0.759775825,258.5075,367.5099
Cycle2:20:00-21:00,HFD+TXN,dark,52,0.4603869,1.600774,1.233695,0.0838591,0.770686555,260.0375,370.7626
Cycle2:21:00-22:00,HFD+TXN,dark,52,0.5010224,1.747577,1.32294,0.06435516,0.757013854,263.7161,376.2157
Cycle2:22:00-23:00,HFD+TXN,dark,52,0.4615288,1.610642,1.21574,0.06893209,0.754817023,277.3102,393.1514
Cycle2:23:00-00:00,HFD+TXN,dark,52,0.4766598,1.659213,1.270681,0.07975188,0.765833561,279.0991,396.7578
Cycle2:00:00-01:00,HFD+TXN,dark,52,0.5615507,1.95197,1.506751,0.08712436,0.77191299,286.3203,406.8978
Cycle2:01:00-02:00,HFD+TXN,dark,52,0.5050802,1.76439,1.324177,0.09644135,0.750501306,302.97,428.465
Cycle2:02:00-03:00,HFD+TXN,dark,52,0.4444149,1.555721,1.153544,0.1021548,0.741485138,310.6377,439.0427
Cycle2:03:00-04:00,HFD+TXN,dark,52,0.4497632,1.57636,1.160596,0.1011082,0.736250603,320.1118,451.3654
Cycle2:04:00-05:00,HFD+TXN,dark,52,0.4767009,1.670524,1.230995,0.1074205,0.736891538,323.2256,456.2821
Cycle2:05:00-06:00,HFD+TXN,dark,52,0.4298319,1.51121,1.092391,0.1004882,0.722858504,329.7323,464.7881
Cycle1:06:00-07:00,HFD+TXN,light,53,0.5847495,2.038757,1.547093,0.1477517,0.758841294,184.3438,236.2133
Cycle1:07:00-08:00,HFD+TXN,light,53,0.4820061,1.689194,1.244413,0.1486978,0.736690398,193.195,247.6638
Cycle1:08:00-09:00,HFD+TXN,light,53,0.469155,1.629735,1.262625,0.1432974,0.774742519,193.9321,248.7401
Cycle1:09:00-10:00,HFD+TXN,light,53,0.4932846,1.713235,1.328708,0.1371348,0.775555017,195.316,250.565
Cycle1:10:00-11:00,HFD+TXN,light,53,0.4628458,1.619686,1.203359,0.1395598,0.742958203,197.5997,253.6503
Cycle1:11:00-12:00,HFD+TXN,light,53,0.4329475,1.515977,1.122356,0.1017229,0.740351602,198.0458,254.2813
Cycle1:12:00-13:00,HFD+TXN,light,53,0.4978544,1.709765,1.409938,0.01427122,0.824638474,202.9108,260.6153
Cycle1:13:00-14:00,HFD+TXN,light,53,0.4070875,1.411148,1.106201,0.01621692,0.783901476,208.2753,267.8579
Cycle1:14:00-15:00,HFD+TXN,light,53,0.4549502,1.567951,1.268723,0.02536315,0.809159853,210.4618,270.8777
Cycle1:15:00-16:00,HFD+TXN,light,53,0.4197325,1.442711,1.184285,0.01147497,0.820874728,213.8768,275.6473
Cycle1:16:00-17:00,HFD+TXN,light,53,0.4370633,1.514578,1.189363,0.04221614,0.785276823,217.8272,280.8374
Cycle1:17:00-18:00,HFD+TXN,light,53,0.5293368,1.835015,1.438052,0.08572773,0.783673158,222.9492,287.7869
Cycle1:18:00-19:00,HFD+TXN,dark,53,0.523268,1.81475,1.418811,0.06330023,0.781821739,230.8462,298.4712
Cycle1:19:00-20:00,HFD+TXN,dark,53,0.5894126,2.028733,1.653079,0.06138081,0.814833199,242.0836,313.028
Cycle1:20:00-21:00,HFD+TXN,dark,53,0.5825923,2.009625,1.618391,0.07947094,0.805319898,268.2748,344.0205
Cycle1:21:00-22:00,HFD+TXN,dark,53,0.4857554,1.680191,1.332992,0.06621769,0.793357422,280.3427,358.8839
Cycle1:22:00-23:00,HFD+TXN,dark,53,0.5759641,1.978522,1.629337,0.08384158,0.823512197,294.7073,376.32
Cycle1:23:00-00:00,HFD+TXN,dark,53,0.4861538,1.688826,1.308228,0.08790184,0.774637529,306.8409,391.3809
Cycle1:00:00-01:00,HFD+TXN,dark,53,0.5808847,2.000405,1.625513,0.08762244,0.81259195,318.4512,406.4729
Cycle1:01:00-02:00,HFD+TXN,dark,53,0.5138735,1.786735,1.377066,0.09197579,0.770716418,332.1936,424.4853
Cycle1:02:00-03:00,HFD+TXN,dark,53,0.5562014,1.922951,1.529544,0.09004702,0.795414964,340.7023,435.7112
Cycle1:03:00-04:00,HFD+TXN,dark,53,0.4946465,1.714354,1.345243,0.07456046,0.784693826,347.4682,444.9789
Cycle1:04:00-05:00,HFD+TXN,dark,53,0.4914688,1.706135,1.326645,0.07589652,0.777573287,355.8392,456.9362
Cycle1:05:00-06:00,HFD+TXN,dark,53,0.5117618,1.768558,1.410013,0.07987718,0.797267039,364.4879,468.3918
Cycle2:06:00-07:00,HFD+TXN,light,53,0.5148517,1.788889,1.384133,0.08463413,0.773738896,377.566,484.8954
Cycle2:07:00-08:00,HFD+TXN,light,53,0.4187829,1.467296,1.082371,0.07870712,0.737663702,381.0717,489.9288
Cycle2:08:00-09:00,HFD+TXN,light,53,0.4602574,1.592105,1.262632,0.06749633,0.793058247,382.9761,492.9562
Cycle2:09:00-10:00,HFD+TXN,light,53,0.4584051,1.592466,1.233432,0.06799655,0.774542125,385.2536,496.491
Cycle2:10:00-11:00,HFD+TXN,light,53,0.4518731,1.575341,1.19602,0.06010516,0.759213402,385.2893,496.5427
Cycle2:11:00-12:00,HFD+TXN,light,53,0.4489118,1.547657,1.250043,0.04294658,0.807700285,385.6533,497.0327
Cycle2:12:00-13:00,HFD+TXN,light,53,0.5509867,1.901903,1.525962,0.07932676,0.802334294,391.2535,504.8549
Cycle2:13:00-14:00,HFD+TXN,light,53,0.4508988,1.570614,1.198182,0.06069661,0.762874901,395.1975,510.8772
Cycle2:14:00-15:00,HFD+TXN,light,53,0.4521302,1.566049,1.233004,0.04903709,0.78733424,395.311,511.0278
